territorio,usuario,tweet,microtema,macrotema_codigo,macrotema
Colombia,USER_3c9006e858,"Si me toca aprender a vivir las cosas sola, pues se le hace",Autosuficiencia,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_3c9006e858,Ojalá no me quedé ni tiempo para respirar.,Intensa actividad,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_3c9006e858,Yo viendo cómo le da me gusta a todas {{PERSON}},Situación romántica,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_3c9006e858,Hace mucho no me consiento y se llegó la hora  🔥,Cuidado personal,SALUD_COT,"Salud, cuerpo y bienestar cotidiano"
Colombia,USER_3c9006e858,Que tristeza parce que el deporte en {{LOCATION}} sea pura rosca.,Deporte local,DEP,Deporte y competición
Colombia,USER_3c9006e858,"Que chimba que después de tantas derrotas, la vida me este sonriendo y me esté llenando de oportunidades 🔥",Celebración de éxitos,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_3c9006e858,Mi hermana se aprende los temas de {{PERSON}} muy rápido jajaja 😅,Habilidades de un familiar,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_3c9006e858,Estaba durmiendo tan rico y esos cólicos me despiertan 🙄,Malestar físico,SALUD_COT,"Salud, cuerpo y bienestar cotidiano"
Colombia,USER_3c9006e858,Tengo tanto miedo de perder 💔😭,Expresión de temor,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_3c9006e858,Que Dios la perdone por tanto daño que me a hecho.,Daño interpersonal,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_3c9006e858,Todos tenemos un angelito que nos cuida desde el cielo ❤️,Creencia espiritual,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_88d00bf6af,Con ayuda de Dios llegare muy lejos 🙌🏻,Espiritualidad,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_88d00bf6af,Me esforzare lo más que pueda por lograr lo que quiero 🙌🏻,Esfuerzo y metas,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_88d00bf6af,"Que no sea nada grave, por favorrrrrr 🙌🏻",Preocupación y deseo,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_88d00bf6af,Un año de muchas bendiciones ⚽🙌🏻,Deportes,DEP,Deporte y competición
Colombia,USER_88d00bf6af,Hasta aquí llegamos 😔⚽,Decepción deportiva,DEP,Deporte y competición
Colombia,USER_88d00bf6af,Muy agradecido con {{PERSON}} por todo lo que me a dado 🙌🏻,Agradecimiento,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_88d00bf6af,Ya mañana estreno mis guayos 😍,Deportes y entusiasmo,DEP,Deporte y competición
Colombia,USER_88d00bf6af,"Con esta me despido, con esta digo adiós 🎶💪🏻",Despedida,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_88d00bf6af,Vamos a darla con toda hoy ✌🏻⚽,Determinación deportiva,DEP,Deporte y competición
Colombia,USER_88d00bf6af,Quiero ir como a bailar pero no hay con quien 🤦🏻‍♂️,Deseo de socializar,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_88d00bf6af,No quiero parar de jugar fútbol 😔,Pasión por el deporte,DEP,Deporte y competición
Colombia,USER_88d00bf6af,Comenzaré desde cero.,Nuevo comienzo,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_88d00bf6af,Necesito de esos abrazos que le dan seguridad a uno.,Necesidad de apoyo emocional,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_88d00bf6af,Hoy quiero amanecer tomandome unos tragos 🎶🍻🤚🏻,Vida nocturna y ocio,OCIO,"Cultura, ocio y entretenimiento"
Colombia,USER_88d00bf6af,Ya quiero que llegue el domingo para viajar con mi parcero ✌🏻,Planes de ocio y amistad,OCIO,"Cultura, ocio y entretenimiento"
Colombia,USER_88d00bf6af,"La persona que ama no tiene miedo, donde hay amor no hay temor. Al contrario, el verdadero amor quita el miedo. Si alguien tiene miedo de que {{PERSON}} lo castigue, es porque no ha aprendido a amar.
1 Juan 4:18",Espiritualidad,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_88d00bf6af,Ojalá mañana toda salga muy bien 🙏🏻,Esperanza,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_88d00bf6af,Dios mi familia y yo necesitamos de ti 🙏🏻🙏🏻,Oración familiar,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_88d00bf6af,"El amor no se esconde, se protege.",Reflexión sobre el amor,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_88d00bf6af,Me siento muy orgulloso de mi 💪🏻,Autoestima y orgullo,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_88d00bf6af,Que hasta durmiendo era lo mas bello que tenía.,Nostalgia romántica,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_29ec48ec92,{{URL}} ya fueron a ver el regalito que les dejé 💕😏 {{URL}},Interacción sugerente,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_29ec48ec92,Te espero en los post y DM para que juguemos y nos divirtamos 💦😈 {{URL}},Interacción sugerente,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_29ec48ec92,💕,Contenido no interpretable,NOINT,Contenido no interpretable
Colombia,USER_29ec48ec92,💕🐕#{{LOCATION}} {{URL}},Mascotas,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_29ec48ec92,En ocasiones pensamos que algo termina cuando en realidad solo esta comenzando.,Reflexión vital,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_29ec48ec92,Talladora de mi espíritu. 🧘🏻‍♀️🍃 {{URL}},Espiritualidad,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_29ec48ec92,"Las mejores cosas de la vida, no son cosas.",Reflexión vital,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_29ec48ec92,#bojacá #frío {{URL}},Ubicación y clima,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_29ec48ec92,La lección es simple,Reflexión general,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_29ec48ec92,{{URL}},Contenido no interpretable,NOINT,Contenido no interpretable
Colombia,USER_29ec48ec92,Belleza  🐩😍 {{URL}},Mascotas,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_29ec48ec92,😚 en {{LOCATION}} {{URL}},Ubicación,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_29ec48ec92,😞JD {{URL}},Contenido no interpretable,NOINT,Contenido no interpretable
Colombia,USER_29ec48ec92,😏😏😏 {{URL}},Contenido no interpretable,NOINT,Contenido no interpretable
Colombia,USER_29ec48ec92,Futuro  👆🙏❤ {{URL}},Esperanza,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_29ec48ec92,Amooo las pendejaditas  😍 {{URL}},Gustos personales,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_29ec48ec92,Solo quiero que me beses y me digas si también tu sientes lo mismo.,Relaciones románticas,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_29ec48ec92,Tu eres un delito que yo quiero cometer. ⭐,Flirteo,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_29ec48ec92,Muchos bra y cuquiss nuevos jujujujuju amo los encajes  😈😏😏😏,Indumentaria íntima,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_29ec48ec92,Cuando alguien me dice que no le gustan nos perros. {{URL}},Mascotas,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_29ec48ec92,Felicidades idiota,Interacción informal,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_29ec48ec92,Como odio cundo me empiezan a doler los senos. 😵😫😫😫,Dolor físico,SALUD_COT,"Salud, cuerpo y bienestar cotidiano"
Colombia,USER_fed556ab74,24/7 {{URL}},Actividad constante,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_fed556ab74,Seguiré mencionando mis mejores momentos con vos.,Recuerdos,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_fed556ab74,Quién y qué te quita la monotonía diaría.,Rutina diaria,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_fed556ab74,Esos momentos de felicidad finita.,Felicidad,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_fed556ab74,Ser tan disperso me tiene la vida jodida.,Rasgos personales,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_fed556ab74,Voy a extrañarte - {{PERSON}}.,Nostalgia,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_fed556ab74,{{PERSON}} me decía que mi suerte iba a cambiar. (88'),Esperanza,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_fed556ab74,Ya da cagada sólo dar malas noticias a los papás.,Comunicación familiar,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_fed556ab74,Pero sólo cuando hay un motivo.,Justificación,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_fed556ab74,"Agh pana, que frustración, que autodecepción.",Emociones negativas,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_fed556ab74,La mayoría de cosas* {{URL}},Contenido no interpretable,NOINT,Contenido no interpretable
Colombia,USER_fed556ab74,Relajado mijo que de pena nadie se muere.,Consejo,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_fed556ab74,Cómo destroza pedir ese tipo de favores.,Petición de favores,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_fed556ab74,"Uno no debe contar con nadie, así se debe vivir mejor.",Filosofía de vida,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_fed556ab74,Nunca puede faltar el mañanero.,Vida sexual,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_fed556ab74,Rompiendo el hielo -Apache.,Música,OCIO,"Cultura, ocio y entretenimiento"
Colombia,USER_fed556ab74,Con un vinito soy feliz.,Disfrute personal,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_fed556ab74,{{LOCATION}} gun - {{PERSON}}.,Violencia,POL,"Política, instituciones y actualidad pública"
Colombia,USER_e3c20aa4be,{{LOCATION}}  estár  en un apocalipsis zombie para matar  a todos esos hps... 😈,Contenido no interpretable,NOINT,Contenido no interpretable
Colombia,USER_e3c20aa4be,Y tu fumas de vez en cuando !!,Contenido no interpretable,NOINT,Contenido no interpretable
Colombia,USER_e3c20aa4be,"De chamaquito yo, cambia ,enrolaba y me arebatava",Contenido no interpretable,NOINT,Contenido no interpretable
Colombia,USER_e3c20aa4be,"Uno confunde el amor con el sexo , no entiendo porq te aterras !!",Contenido no interpretable,NOINT,Contenido no interpretable
Colombia,USER_e3c20aa4be,"Cuando no tienes nada , ni sos pintoso, ni conosido, todos le hacen el feo al patito feo que nunca en bien recivido!!!..",Contenido no interpretable,NOINT,Contenido no interpretable
Colombia,USER_e3c20aa4be,"Usted cuando siente un dia perfecto lo daña con cualquier cosa!!!
esepto que esta ves se paso :/",Contenido no interpretable,NOINT,Contenido no interpretable
Colombia,USER_e3c20aa4be,"Aveces en la vida hay que tomar desiciones, aveces esas desiciones ropen corazones!!!",Contenido no interpretable,NOINT,Contenido no interpretable
Colombia,USER_e3c20aa4be,Llego la gota que derramo el baso,Contenido no interpretable,NOINT,Contenido no interpretable
Colombia,USER_e3c20aa4be,Medio peliamos y consigue hasta con quien basilar,Contenido no interpretable,NOINT,Contenido no interpretable
Colombia,USER_e3c20aa4be,{{LOCATION}} y sonrie :3,Contenido no interpretable,NOINT,Contenido no interpretable
Colombia,USER_e3c20aa4be,"Le dicen la power ranger ,le cae a todos los muostros !!",Contenido no interpretable,NOINT,Contenido no interpretable
Colombia,USER_e3c20aa4be,Que tengo la polla en candela y quiero comerte en celo !!,Contenido no interpretable,NOINT,Contenido no interpretable
Colombia,USER_e3c20aa4be,"Mas que mi novia , simple mente mi vidaa..",Contenido no interpretable,NOINT,Contenido no interpretable
Colombia,USER_e3c20aa4be,Aun siento maripositas cuando la beso ^.^,Contenido no interpretable,NOINT,Contenido no interpretable
Colombia,USER_e3c20aa4be,Mas que enamorado *.*,Contenido no interpretable,NOINT,Contenido no interpretable
Colombia,USER_e3c20aa4be,A la final las manos sanan pero el corazon no :/,Contenido no interpretable,NOINT,Contenido no interpretable
Colombia,USER_e3c20aa4be,Y de chimba tambie le ablo a todas con las que le da rabia,Contenido no interpretable,NOINT,Contenido no interpretable
Colombia,USER_e3c20aa4be,Y me canse de decile todo lo que la amo para que siempre me deje :/,Contenido no interpretable,NOINT,Contenido no interpretable
Colombia,USER_e3c20aa4be,Y yo solo queria que me escuchara :/,Contenido no interpretable,NOINT,Contenido no interpretable
Colombia,USER_e3c20aa4be,Y yo que queria mañana arruncharme con ella :/,Contenido no interpretable,NOINT,Contenido no interpretable
Colombia,USER_e3c20aa4be,"Yo no quiero ir al paraiso , yo solo quiero ir a donde tu vas (({{USER_MENTION}} )) ^.^",Contenido no interpretable,NOINT,Contenido no interpretable
Colombia,USER_e3c20aa4be,"Pasado pisado, presente de frente, y futuro sin mente",Contenido no interpretable,NOINT,Contenido no interpretable
Colombia,USER_0426d44478,Cuanto amo estar sola ♡,Soledad y bienestar,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_0426d44478,¡¡NO MAMEEEES!! 💁💁👯👯 {{URL}},Contenido no interpretable,NOINT,Contenido no interpretable
Colombia,USER_0426d44478,"Aparentar, sonreir, aparentar, sonreir (...) el transcurso de mi vida.",Apariencias y rutina,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_0426d44478,Hasta que por fin se conecta,Conexión social,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_0426d44478,"Hay un limite para todo, cuando llegue a ese limite lo sienton  le digo las cosas y me importa 5 si le duele o no.",Límites personales,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_0426d44478,¿Para que novio? Si hay amigos!!!,Amistad,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_0426d44478,"Dios, A/N, mi familia EL RESTO SOBRA.",Prioridades,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_0426d44478,♡22 de mayo llega ya ♡,Anticipación,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_0426d44478,#ChaChaCha ♡♡♡ {{URL}},Música y baile,OCIO,"Cultura, ocio y entretenimiento"
Colombia,USER_0426d44478,{{PERSON}} es bueno pero si has de hacerlo cuando estes solo que nadie te moleste ni te vea hacerlo yo se que te duele :-(( RECUERDOS :'-(,Dolor y recuerdos,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_0426d44478,Se siente de lo peor sentir algo tan fuerte por una persona.,Sentimientos intensos,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_0426d44478,"Eres mi vida , pero al parecer yo en la tuya estorbo.",Desamor,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_0426d44478,Si mi  novio dejare su puto ORGULLLO todo seria mejor.,Conflicto de pareja,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_0426d44478,Y despues que por que mi actitud ;-)),Autodefensa,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_0426d44478,Me crítican y ni siquiera saben escribir mi nombre.,Críticas y resentimiento,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_0426d44478,Si le diera un beso por cada Fav que me da NUNCA ACABARIA.,Interacción romántica/afecto,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_0426d44478,#FelizDomingo  No se asusten!! ♡♡ {{URL}},Humor/evento,HUMOR,"Humor, memes y contenido lúdico"
Colombia,USER_0426d44478,"Mi domingo perfecto es cuando: ""puedo dormir, comer y ver televisión"".",Ocio y relajación,OCIO,"Cultura, ocio y entretenimiento"
Colombia,USER_0426d44478,{{PERSON}} dificil desacostumbrarme a no verte todos los dias pero no imposible .,Adaptación al cambio,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_0426d44478,Tan leeendo el Miguelito ♡♡♡ :') {{URL}},Afecto hacia persona,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_0426d44478,Tengo sueño pero por mi novio no {{PERSON}},Compromiso de pareja,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_0426d44478,Odio pelear por bobadas con mi novio.,Conflicto de pareja,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_c44b1f50e4,la experiencia hace al hombre,Reflexión filosófica,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_c44b1f50e4,"el ser humano, a pesar de disfrutar de “libertad”, no reconoce las diferentes cadenas “invisibles” o “sutiles” que lo esclavizan",Crítica social,POL,"Política, instituciones y actualidad pública"
Colombia,USER_c44b1f50e4,apaga la tele y enciende tu mente,Reflexión sobre medios,MEDIOS,"Medios, redes sociales y comunicación digital"
Colombia,USER_c44b1f50e4,{{URL}},Contenido no interpretable,NOINT,Contenido no interpretable
Colombia,USER_c44b1f50e4,vicioso pero juicioso,Contradicción personal,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_c44b1f50e4,estoy que hago un préstamo en fundamujer pa comprame unas botas,Deseo de compra,CONSUMO,"Consumo, tecnología y compras"
Colombia,USER_c44b1f50e4,Es así como lo bueno y lo malo son conceptos que solo se adquieren en sociedad,Filosofía moral,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_c44b1f50e4,la sociedad corrompe al hombre,Crítica social,POL,"Política, instituciones y actualidad pública"
Colombia,USER_c44b1f50e4,la razón de mi desequilibrio psicológico,Malestar emocional,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_c44b1f50e4,"¿Para qué vivo sino para quererte?
¿por qué mi corazón sólo te llama?
el día vive hablándome de ti",Amor romántico,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_c44b1f50e4,"ámame
bésame
besa mis labios
besa mi pelo
mis dedos
mis ojos, mi cerebro
hazme olvidar",Deseo de intimidad,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_c44b1f50e4,"Estar muy enfermo y muy débil es algo
muy extraño",Estado físico,SALUD_COT,"Salud, cuerpo y bienestar cotidiano"
Colombia,USER_c44b1f50e4,como si la muerte fuese algo vergonzoso,Reflexión sobre la muerte,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_c44b1f50e4,Tuve la sensación de que podía caer dentro de aquellos ojos,Atracción personal,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_c44b1f50e4,"no me arrepiento de este amor, aunque me duela el corazón",Amor doloroso,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_c44b1f50e4,"diversión, distorsión",Conceptos contrastantes,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_c44b1f50e4,cosas decepcionantes y que no te estalle el trip,Gestión de decepciones,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_c44b1f50e4,la pensadera es un suicidio,Sobrepensamiento,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_c44b1f50e4,"estar en paz. cojer en paz. comer en paz. hablar en paz, cagar en paz. amar en paz. odiar en paz.",Búsqueda de paz,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_c44b1f50e4,Y ¿por qué es la creencia en Dios indeseable? Porque la muerte de {{PERSON}} nos hace libres de convertirnos en dioses nosotros mismos,Crítica religiosa,OTROS,Otros temas o contenido ambiguo
Colombia,USER_c44b1f50e4,hay que acabar con las tradiciones y con todo pensamiento de divinidad a martillazos,Rechazo de tradiciones,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_c44b1f50e4,uno es lo que ve todos los dias,Influencia del entorno,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_9c816888f0,No se por que la gente se sorprende tanto cuando les digo que estudio y donde 🧐.,Estudios,EDU,Educación y formación
Colombia,USER_9c816888f0,"No se imaginan lo mucho que duele extrañar a alguien que ya no está, por eso disfruten a las personas que aman al máximo, puede que algún día ya no estén.",Añoranza,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_9c816888f0,Solo espero que todo empiece a salir mejor 🙏😓.,Esperanza,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_9c816888f0,Hace mucho no sentía está tranquilidad tan bonita 🤗😌.,Bienestar,SALUD_COT,"Salud, cuerpo y bienestar cotidiano"
Colombia,USER_9c816888f0,Me encanta ver como la gente es tan envidiosa 😂🙈.,Crítica social,POL,"Política, instituciones y actualidad pública"
Colombia,USER_9c816888f0,"Cuando {{PERSON}}, {{PERSON}} 😍🙊😳.",Afecto,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_9c816888f0,#NuevaFotoDePerfil 🙊. {{URL}},Cambio de perfil,MEDIOS,"Medios, redes sociales y comunicación digital"
Colombia,USER_9c816888f0,"Despues de tantos años, aun se me sigue arrungando el corazon cuando me hablan de el y mas en estas fechas 😭💔👼.",Recuerdo de ser querido,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_9c816888f0,"Si lo se, es mas dificil de lo que parece 🙄.",Dificultad,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_9c816888f0,Que bonito es recorrer las hermosas calles de {{LOCATION}} con las personas que quieres 😻🙊.,Viajes y compañía,MOV,"Movilidad, transporte y espacio urbano"
Colombia,USER_9c816888f0,Definitivamente los actos lo son todo.,Reflexión de vida,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_9c816888f0,Como no se lo puede ganar con merito propio tiene que ir a mendigarlo 😂🙊.,Crítica de comportamiento,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_9c816888f0,Le doy gracias a Dios de que te alejaras 🎧😌.,Alivio por separación,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_9c816888f0,Que no importarme el pasado que antes me mataba solo es crecer 🎶😌.,Crecimiento personal,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_9c816888f0,Lo feliz que me hace pasar tiempo con mis amigas 😍💕.,Amistad,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_9c816888f0,No se imaginas lo agradecida que estoy con Dios por mandarme personas tan maravillosas ❤💫.,Gratitud,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_9c816888f0,"""Cáete mil veces, pero no olvides que eres capaz de levantarte"" 🍃💘.",Motivación,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_9c816888f0,Creo que lo peor de que me operarán es que no puedo comer por estos días todas las cosas deliciosas que me gustan 😭💔.,Salud y restricciones,SALUD_COT,"Salud, cuerpo y bienestar cotidiano"
Colombia,USER_9c816888f0,Definitivamente soy muy ilusa 😊.,Autocrítica,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_9c816888f0,No se imaginan como odio enfermarme tanto 😩.,Queja de salud,SALUD_COT,"Salud, cuerpo y bienestar cotidiano"
Colombia,USER_9c816888f0,"""Lo que es real nunca se va"".",Reflexión de vida,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_9c816888f0,Nunca seras suficiente para las personas que no saben lo que quieren.,Reflexión sobre relaciones,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_4529d4b740,Nada más agobiante que el calor que hace aquí.,Clima,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_4529d4b740,Lo mejor del día siempre será ver un mensaje tuyo.,Afecto personal,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_4529d4b740,"Quédate, tienes la capacidad de alegrarme el alma.",Afecto personal,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_4529d4b740,"No te necesito, pero joder quiero que estés aquí.",Afecto personal,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_4529d4b740,Por primera vez en mi vida me gustaría ir a {{LOCATION}} :c,Deseo de viaje,MOV,"Movilidad, transporte y espacio urbano"
Colombia,USER_4529d4b740,"Lo único que me da estabilidad es estudiar lo que amo, mi mejor amigo y ella.",Relaciones y estudios,OTROS,Otros temas o contenido ambiguo
Colombia,USER_4529d4b740,"Lo bueno de estar solo el fin de semana es escuchar música a todo volumen desde la mañana hasta la noche, y poder cocinarme lo que se me antoje.",Ocio personal,OCIO,"Cultura, ocio y entretenimiento"
Colombia,USER_4529d4b740,{{URL}},Contenido no interpretable,NOINT,Contenido no interpretable
Colombia,USER_4529d4b740,Tengo el problema que por mas daño que me hagan sigo ahí si la persona me importa. Que verga,Reflexión sobre relaciones,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_4529d4b740,Odio ser tan malditamente orgulloso joder.,Autorreflexión,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_4529d4b740,"Es triste que sea más fácil reemplazar una persona, que intentar arreglar las cosas.",Reflexión sobre relaciones,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_4529d4b740,A este paso necesito es como una fábrica de audífonos._.,Necesidad de objetos,CONSUMO,"Consumo, tecnología y compras"
Colombia,USER_4529d4b740,{{URL}},Contenido no interpretable,NOINT,Contenido no interpretable
Colombia,USER_4529d4b740,Juegan pesado y no les gusta que les respondan de la misma manera.,Dinámicas sociales,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_4529d4b740,No hay mayor expresión de libertad que cuando a uno le quitan los brackets :v,Experiencia personal,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_4529d4b740,"Gracias absolutamente por todo.
{{USER_MENTION}} {{URL}}",Agradecimiento,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_4529d4b740,Epica: Cry for the moon,Música,OCIO,"Cultura, ocio y entretenimiento"
Colombia,USER_4529d4b740,Stravaganza: Hijo de la luna,Música,OCIO,"Cultura, ocio y entretenimiento"
Colombia,USER_4529d4b740,"""Y entrégame tus labios rotos, los quiero besar, los quiero curar"".",Letra de canción,OCIO,"Cultura, ocio y entretenimiento"
Colombia,USER_4529d4b740,"""Transfusión de magia pura para el corazón""",Letra de canción,OCIO,"Cultura, ocio y entretenimiento"
Colombia,USER_4529d4b740,"{{PERSON}} es purgar la pena, deshidratar todo el miedo que hay en ti (8)",Letra de canción,OCIO,"Cultura, ocio y entretenimiento"
Colombia,USER_4529d4b740,"Ya es hora de hacer lo que me hace feliz, y no lo que está bien.",Decisión personal,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_47ace5c9c4,sin miedo a nada,Actitud personal,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_47ace5c9c4,"#JeaNoCumple
{{USER_MENTION}} {{USER_MENTION}} en {{LOCATION}} anunciaron 6 pagos Extraordinarios, de {{USER_MENTION}} hoy 24 de DICIEMBRE niegan 6to giro extraordinario, se necesita SERIEDAD Y PUNTUALIDAD #JeaNoCumple #JeaNoResponde #IvanDuqueNoCumple #SusanaCorreaNoCumple",Queja política,POL,"Política, instituciones y actualidad pública"
Colombia,USER_47ace5c9c4,me da intriga cuando una mujer me escribe,Interacción social,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_47ace5c9c4,Dios mete tu mano,Religión/plegaria,OTROS,Otros temas o contenido ambiguo
Colombia,USER_47ace5c9c4,osea yo estudio todo lo q quieras pero a la hora de la verdad se me olvida todo,Dificultades académicas,EDU,Educación y formación
Colombia,USER_47ace5c9c4,mk no quiero exponer jajajajajaj😩,Vida académica,EDU,Educación y formación
