territorio,usuario,tweet
Argentina,USER_cd8c51b857,"Convengamos q después esta pini, la típica amiga que va a sacar de donde no tiene para ayudarte, q va a dejar de comer ella por darte a vos. Que jamás te va a dejar sola, pase lo q pase. Esa amiga q te abre los ojos y a la vez te da un abrazo para q llores.vale oro lo juro ❤"
Argentina,USER_cd8c51b857,"Sali para dejar la bolsa basura en el canasto, con las galletitas que estaba comiendo. {{PERSON}} la bolsa de galletitas y volví con la basura 😂😂😂 lpm"
Argentina,USER_cd8c51b857,Si tengo 2 amigas es mucho. Pero valen la pena❤
Argentina,USER_cd8c51b857,{{PERSON}} hasta no dar más♡
Argentina,USER_cd8c51b857,A mi amiga la llevan a comer así todo enamorados 😍😍😍.
Argentina,USER_cd8c51b857,{{PERSON}} espera que yo prenda la luz {{USER_MENTION}} 😂
Argentina,USER_956204cb53,"RT {{USER_MENTION}}: Soy una mujer que trabaja, gana su dinero y resuelve. {{PERSON}} voy a querer a un hombre que resuelva el doble o triple de…"
Argentina,USER_956204cb53,RT {{USER_MENTION}}: cualquier plan q involucre un termo y un mate me parece un planazo
Argentina,USER_956204cb53,"RT {{USER_MENTION}}: No todos los países pueden ver su bandera en el cielo. 

FELIZ DIA 🇦🇷 {{URL}}"
Argentina,USER_956204cb53,RT {{USER_MENTION}}: Soy quien soy porque incluso en el momento más traumático de mi vida me levanté al día siguiente y actúe como si nada pasara
Argentina,USER_956204cb53,RT {{USER_MENTION}}: q difícil es dormir cuando la cabeza no para de hablar
Argentina,USER_956204cb53,RT {{USER_MENTION}}: {{LOCATION}} y maratón de películas en días lluviosos y nublados.
Argentina,USER_956204cb53,"RT {{USER_MENTION}}: No voy a romantizar el desinterés, merezco a alguien que me ame intensamente y me lo demuestre todos los días."
Argentina,USER_956204cb53,RT {{USER_MENTION}}: mi fantasía sexual es ver las auroras boreales en {{LOCATION}} con el amor de mi vida
Argentina,USER_956204cb53,"RT {{USER_MENTION}}: a esta etapa d mi vida la llamo: ni idea, sólo tomo mate y hago lo q puedo"
Argentina,USER_956204cb53,"RT {{USER_MENTION}}: {{LOCATION}}, mates y viajar a cualquier lado {{URL}}"
Argentina,USER_956204cb53,RT {{USER_MENTION}}: Yo fingiendo estar bien con una situación que claramente me está afectando {{URL}}
Argentina,USER_956204cb53,RT {{USER_MENTION}}: Lo más hot que un hombre puede hacer es demostrarte cuánto te extraña.
Argentina,USER_956204cb53,RT {{USER_MENTION}}: {{URL}}
Argentina,USER_956204cb53,"RT {{USER_MENTION}}: {{LOCATION}} hasta que llegue al que no le tengo que pedir nada, porque todo le nace."
Argentina,USER_956204cb53,RT {{USER_MENTION}}: Creo en los reencuentros y en las vueltas que da la vida.
Argentina,USER_956204cb53,RT {{USER_MENTION}}: Que lindo sería tener por las noches a alguien que me abrace y me haga mimos hasta dormirme
Argentina,USER_956204cb53,RT {{USER_MENTION}}: lo que todos necesitamos {{URL}}
Argentina,USER_956204cb53,RT {{USER_MENTION}}: Hay gente a la que nunca le pusieron los partidos del mundial en el colegio y eso se nota.
Argentina,USER_956204cb53,"RT {{USER_MENTION}}: monogamia, risas, besos, caricias, viajes e intensidad, es mucho pedir???"
Argentina,USER_956204cb53,RT {{USER_MENTION}}: Yo me considero millonaria cuando no existe ningún vínculo que altere mi sistema nervioso.
Argentina,USER_956204cb53,RT {{USER_MENTION}}: {{LOCATION}} y maratón de películas en días lluviosos y nublados.
Argentina,USER_956204cb53,RT {{USER_MENTION}}: Esto y que nadie nos moleste {{URL}}
Argentina,USER_c6f7494b12,Q ganas de conocer gente nueva dios
Argentina,USER_c6f7494b12,Que ganas de sentirme linda
Argentina,USER_c6f7494b12,El truco está en darle a cada persona la misma importancia que te dan
Argentina,USER_c6f7494b12,"Ojalá todos tengan a una persona en quién confiar, poder contarle todo y a toda hora, que no te juzgue por nada, que te aguante con todas las crisis existenciales y que te haga cagar de risa en medio de una llorada . {{PERSON}} no te vayas nunca {{USER_MENTION}}"
Argentina,USER_c6f7494b12,Como me aburre la gente mentirosa diosssss que paj
Argentina,USER_c6f7494b12,Que feo es ver algo que no querías ver
Argentina,USER_c6f7494b12,Todas maquillándose y yo todavía no agarro ni el peineeeee
Argentina,USER_c6f7494b12,Por finnnnnn una buenaaaaaaaa
Argentina,USER_c6f7494b12,El día 😍☁️
Argentina,USER_c6f7494b12,La gente no cambia nunca
Argentina,USER_c6f7494b12,Alto embole
Argentina,USER_c6f7494b12,Estoy indignada porque mi hermana no quiere venir a tomar mates conmigo y comer mantecol. Dale MALA
Argentina,USER_c6f7494b12,Tremenda noche 😍
Argentina,USER_c6f7494b12,"La vida es como un círculo, queridx, todo vuelve y se devuelve"
Argentina,USER_c6f7494b12,Necesito mil kilos de helado
Argentina,USER_c6f7494b12,Soy felizzzzzzzz por fin 👩🏽‍⚕️❤️✨
Argentina,USER_c6f7494b12,Cuántas veces te habrás sentido poca cosa solo por estar esperando que te valorara  la gente equivocada
Argentina,USER_c6f7494b12,"A los que juegan a perderte, dejalos ganar"
Argentina,USER_c6f7494b12,{{PERSON}} necesito que me abracen fuerte y no me sueltennn
Argentina,USER_c6f7494b12,Sos capaz de lograr lo que sea si tu entusiasmo no tiene límites.
Argentina,USER_c6f7494b12,Nadie descuida lo que le importa
Argentina,USER_c6f7494b12,"Nunca me voy a dejar de preguntar qué onda los que se creen mejor por ir a ""química""o ""electricidad""  viejaaaaaaaa para un poco, vas al secundario nomás después hay que ver el que estudia  y se recibe jajajajaja"
Argentina,USER_094646ddcb,NO PUEDO CREER A QUIEN ME CRUCÉ {{URL}}
Argentina,USER_094646ddcb,Soy ese
Argentina,USER_094646ddcb,Conocí una piba en {{LOCATION}} y la invité a merendar y se pidió EMPANDAS CON CAFÉ!!! ustedes pueden creerlo?? {{URL}}
Argentina,USER_094646ddcb,"Hace menos de 1 año pasaba de los mejores cumples de mi vida y ahora es TODO tan distinto, lo fácil que puede cambiar el camino"
Argentina,USER_094646ddcb,{{URL}} stream on
Argentina,USER_094646ddcb,Primer mes del año en el cual puedo decir que estoy feliz loko
Argentina,USER_094646ddcb,"Definitivamente, vencido hasta la semana que viene."
Argentina,USER_094646ddcb,Fui todo lo que podía ser y con eso estoy contento
Argentina,USER_094646ddcb,hermoso día
Argentina,USER_094646ddcb,Si supiera lo virgen que soy kjjj
Argentina,USER_094646ddcb,"Por qué tan poca fe al muchacho {{PERSON}}, el loco es mega disciplinado, va a llegar muy bien al día de la velada."
Argentina,USER_094646ddcb,{{PERSON}} mal tirando esta chicos? {{URL}}
Argentina,USER_094646ddcb,"Hoy voy al next de {{PERSON}}, no estoy preparado para los jijeos"
Argentina,USER_094646ddcb,"Todos hablan de dejarse el pelo largo, pero los que nos estamos quedando PELADO que?"
Argentina,USER_094646ddcb,Qué lindo cuando después de tanto empiezan a salir las cosas bien
Argentina,USER_094646ddcb,{{PERSON}} muchachos.
Argentina,USER_094646ddcb,Es mejor estar sorprendido que decepcionado a esta altura
Argentina,USER_094646ddcb,El prime será LEGENDARIO
Argentina,USER_094646ddcb,"{{PERSON}} alguien sabe que mierda pasó con los mosquitos, el año pasado rompían las pelotas todos los días y ahora no vi ni uno"
Argentina,USER_094646ddcb,"Ayer prendí con el extensible y los primeros 30 minutos un wacho tirando banda de bots, después el OBS cerrándose de la nada 2 veces, posta hay veces que pienso que tengo una macumba atrás pero gracias por bancar la toma a pesar de esas cagadas"
Argentina,USER_094646ddcb,monogamia patria y familia viejo nomas
Argentina,USER_094646ddcb,Como me gustaria hacer DS hablando gilada en STREAM con gente piola
Argentina,USER_ad85094f95,Mi maldita manía de emcariñarme con gente que vale una mierda !
Argentina,USER_ad85094f95,{{URL}} ❤{{LOCATION}} mi vida estuve buscándote ...{{USER_MENTION}} {{USER_MENTION}}
Argentina,USER_ad85094f95,"Que te digan no entiendo cómo estás tan tranquila ?  No , no lo estoy,  pero pa que seguir insistiendo en gente que le importo un carajo  , corta !"
Argentina,USER_ad85094f95,{{PERSON}}😎
Argentina,USER_ad85094f95,"Estoy en el hospital de {{LOCATION}}  y escucho algo q me encanta, una voz única "" toda mi vida estuve buscándote ""  te dice algo ?? Te amo Manu ❤️ {{USER_MENTION}} {{USER_MENTION}}"
Argentina,USER_ad85094f95,"Por Dios no me puedo levantar de la cama , pero el hambre me hace dudar 🤣"
Argentina,USER_ad85094f95,Que hermosaa canción {{USER_MENTION}} ❤️
Argentina,USER_ad85094f95,Era tan grande nuestro amor que la envidia nos separó !
Argentina,USER_ad85094f95,"ay canté Alas rotas , cientos de kms  rumbo a misiones en moto , inclusive bajo la lluvia 400 nomás jaja ,hace un par de años y vos siempre acompañándome  {{PERSON}} ❤️{{USER_MENTION}} {{USER_MENTION}}"
Argentina,USER_ad85094f95,🤔
Argentina,USER_ad85094f95,{{PERSON}}
Argentina,USER_ad85094f95,Quiero borrarte de mi cabeza y mi corazón y no sé cómo ...
Argentina,USER_ad85094f95,No sabes cuánto extraño tus besos ...
Argentina,USER_ad85094f95,Una parte de mi te sigue extrañando ...
Argentina,USER_ad85094f95,Yo y mi extraña manía de ayudar a quién nunca me ayudaría .
Argentina,USER_ad85094f95,Te invito a caminar conmigo a la orilla del mar ...
Argentina,USER_ad85094f95,Me quemo la cabeza y todavía no puedo entender que querés de mi ?
Argentina,USER_ad85094f95,"Yo pensé que era la única boluda pero no, somos dos jajjaj"
Argentina,USER_ad85094f95,"Parece que los escorpiones no aprendemos más loco ,un boleo en el medio del OGT hay que darles jajjaja ,empezamos dale ?? 😜"
Argentina,USER_ba0030adeb,"En realidad ya nada me enoja, tipo es como ¿desgano? Se podría decir, eso que sentis que queres que pase y no pasa y entonces decis ""y bueno, la proxima"" y seguis con tu vida, sería algo así"
Argentina,USER_ba0030adeb,"Esta mal? Si, pero es con la única persona con la que siento un apego emocional. Si con ella estoy bien, con el mundo estoy bien, si con ella estoy mal todos se pueden ir a la reconcha de la lora. No hay punto medio"
Argentina,USER_ba0030adeb,A veces re leo mis twits porque me olvido de que me quejo
Argentina,USER_ba0030adeb,"Hizo un puto collage de fotos, un puto colllage del mes.. en ninguna estoy yo, están los regalos y la torta, pero el pelotudo no figura en ninguna. Como mierda me voy a sentir especial después? Como?"
Argentina,USER_ba0030adeb,"Somos polos opuestos, ella es muy insta y yo soy muy tw"
Argentina,USER_ba0030adeb,Me voy a casar con esta mujer
Argentina,USER_ba0030adeb,Solo espero que estés bien
Argentina,USER_ba0030adeb,Fue con infrarrojo !!
Argentina,USER_ba0030adeb,Me empieza a seguir gente re ¿¿?? en instagram
Argentina,USER_ba0030adeb,"Perdón, no twitteo porque estoy ocupado siendo feliz"
Argentina,USER_ba0030adeb,Declaró que el corazón es dictador y esclavo
Argentina,USER_ba0030adeb,"Mi ex? La más linda, cam si ves esto tkm"
Argentina,USER_ba0030adeb,El signo {{LOCATION}} no puede ser tan trolo man
Argentina,USER_ba0030adeb,De Boca jrs como toda persona de bien . {{URL}}
Argentina,USER_ba0030adeb,"No se si estoy muy analítico o que, pero la gente me parece más rara de lo normal"
Argentina,USER_ba0030adeb,Y que se hace en una primera salida?
Argentina,USER_ba0030adeb,Entre dos cielos . {{URL}}
Argentina,USER_ba0030adeb,"Hasta 3 vistos te banco, ya después mí dignidad no me lo permite"
Argentina,USER_ba0030adeb,"La noche de año nuevo es una de las noches más difíciles para las personas que tienen depresión, porque es un antes y un después, de lo que somos y lo que fuimos y de lo que perdimos y tenemos. Es otra noche de aceptar toda la lucha interna que tiene cada uno"
Argentina,USER_ba0030adeb,El 31 prometo tardar más en revivir {{URL}}
Argentina,USER_ba0030adeb,Que buen piropo
Argentina,USER_c2932014a9,"Se me parte el corazón, perdóname mi amor."
Argentina,USER_c2932014a9,"{{PERSON}} solo no duele, sentirse solo- 
Eso ya es otra cosa!"
Argentina,USER_c2932014a9,"Si la estas pasando tan mal, mejor alejate."
Argentina,USER_c2932014a9,"Yo tengo esa fe de que en algún momento todo va a estar bien, y que las cosas se van a dar como tienen que darse."
Argentina,USER_c2932014a9,"Quisiera decir mirándote a los ojos lo que siento yo , quisiera contarte que me vuelvo loco por tener tu amor .. {{URL}}"
Argentina,USER_c2932014a9,Tal  ve la canse chamigo
Argentina,USER_c2932014a9,"Estaba pensando en un nombre para llamar al auto, Algo asi como El roncador, El oliva, EL MAÑOSO jajajaja quien me ayuda? {{URL}}"
Argentina,USER_c2932014a9,"Como odio la gente falsa, es algo que no tolero."
Argentina,USER_c2932014a9,{{LOCATION}} cumple al amor de mi vida {{USER_MENTION}} ♥ {{URL}}
Argentina,USER_c2932014a9,La satisfacción que me da tenerlo es increíble ♥ estrenando llavero jaaja
Argentina,USER_c2932014a9,Como puede ser que me gusten tanto los fierros oxidados
Argentina,USER_c2932014a9,"Fueguito en la cocina a leña, acompañado de un buen patero 👌 {{URL}}"
Argentina,USER_c2932014a9,{{LOCATION}} no voy a parar hasta casarme con esa mujer 😍
Argentina,USER_c2932014a9,"Porque eres tan bonita, tan bonita
Que lo daría todo
Por verte sonreír mi princesita ♥ {{URL}}"
Argentina,USER_c2932014a9,"Queria que le haga papas fritas mi novia, como 3kg le estoy haciendo jajaja ❤"
Argentina,USER_c2932014a9,Tengo la novia más hermosa de todas 🙈❤️
Argentina,USER_c2932014a9,"Si haces por qué haces, si no haces por qué no haces, si le pones mucho por qué le pones mucho, si le pones poco por qué le pones poco, todo te critican nunca un {{PERSON}}."
Argentina,USER_c2932014a9,"{{PERSON}} quien puediera contarle lo enamorado que estoy de mi novia, la mujer que sin miedo me acompaña ❤️ {{URL}}"
Argentina,USER_c2932014a9,Estoy feliz por mi primo y un orgullo para mí que me pida que vallamos a ver y buscar ese falcón ! El corazón avalado viene de familia 😄❤️
Argentina,USER_c2932014a9,"Nunca pensé que iba a decir esto pero.. 
Que ganas de ir a trabajar que tengo!"
Argentina,USER_c2932014a9,"{{PERSON}} con el episodio de {{PERSON}}, {{LOCATION}} de {{PERSON}} jajaja ojala me pasara eso"
Argentina,USER_c2932014a9,La deje a mi novia cortarme el pelo .
Argentina,USER_290b5b6fd9,"Perdón ma, estos meses me dolió mucho el corazón y dejé que me lastimaran. Pero estoy haciendo lo mejor que puedo para salir adelante por vos"
Argentina,USER_290b5b6fd9,Tengo ganas de ir a merendar lo único q me lo impide es ser POBRE
Argentina,USER_290b5b6fd9,"Al fin y al cabo ser feliz es lo que debo exigirte
Y si ya eres feliz sin mí, no puedo contradecirte"
Argentina,USER_290b5b6fd9,Que pedazo de show el de {{LOCATION}} mammmita
Argentina,USER_290b5b6fd9,"Los besitos en la frente, los abrazos. Aaay por favor estoy hasta las manos"
Argentina,USER_290b5b6fd9,No tengo ganas de hacer nada xd
Argentina,USER_290b5b6fd9,"Tu me pones a volar, yo te pongo a temblarrrr"
Argentina,USER_290b5b6fd9,Como me saco toda esta angustia?
Argentina,USER_290b5b6fd9,Nunca jueguen con las personas por favor! No se dan una idea de lo horrible q se siente
Argentina,USER_290b5b6fd9,"{{LOCATION}} gente que quiera hacer esto conmigo el fin de semana, hasta ahora somos 1 {{URL}}"
Argentina,USER_290b5b6fd9,Quee pedazo de tema el de cazzu xfavor
Argentina,USER_290b5b6fd9,"2 amigas tengo y tuve siempre, a veces me hace sentir tan mal el hecho de no compartir tanto tiempo con ellas sabiendo que las amo a más no poder pero estoy tratando de mejorar mi vida poco a poco y planeo volver con una versión mía mucho mejor, ojalá puedan entenderme:("
Argentina,USER_290b5b6fd9,Amo los sahumerios porfavorrrr. Quiero miles
Argentina,USER_290b5b6fd9,"Hice tik tok y lpm como no fui tiktoker desde un principio. Ya se donde está la magia, en bebotear. El autoestima allá arriba tengo ahora ahre dos segundos me dura"
Argentina,USER_290b5b6fd9,"Lo más chocante de mi adolescencia fue darme cuanta que la familia la que creía perfecta, me lastima más que cualquier otra cosa."
Argentina,USER_290b5b6fd9,{{PERSON}} recibiera lo que doy.
Argentina,USER_290b5b6fd9,Porque la vida me da estas oportunidades que uno corre riesgo pero tampoco se pueden desaprovechar ahre
Argentina,USER_290b5b6fd9,Son casi las 5 d la mañana y andamos como si fueran las 5 d ls tarde jaajjajs
Argentina,USER_290b5b6fd9,El día sabe que es el dia. {{LOCATION}}
Argentina,USER_290b5b6fd9,Se re alborotan las pendejas estas. la re viven jajajajaja
Argentina,USER_290b5b6fd9,Yo me merezco el premio a la mejor wacha q te vas a cruzar en tu vida q queres q te diga
Argentina,USER_7ff72b1c70,la crotera avanza A pasos a pasos agigantados {{LOCATION}} ha golpeado a mi puerta y yo le dije pase
Argentina,USER_7ff72b1c70,Salir o no salir?
Argentina,USER_7ff72b1c70,volver un tiempo atrás
Argentina,USER_7ff72b1c70,Con el amigo en {{LOCATION}} {{URL}}
Argentina,USER_7ff72b1c70,Aguante los guiso de mama
Argentina,USER_7ff72b1c70,Todo todo todo todo.. tan raro que no dejo de pensar ..pero pienso y es muy difícil dejar de olvidar 😳
Argentina,USER_7ff72b1c70,Servicial para la salud 😛
Argentina,USER_7ff72b1c70,De guay a larroque
Argentina,USER_7ff72b1c70,La más lindaa {{URL}}
Argentina,USER_7ff72b1c70,Las fiestasss cada vez me divierten mas. .Así nunca voy a dejar da salir ..Así noooo!!!
Argentina,USER_7ff72b1c70,{{URL}}
Argentina,USER_7ff72b1c70,{{USER_MENTION}} {{URL}}
Argentina,USER_7ff72b1c70,Eras mala con maltrato ...Ahora sos un amor de {{PERSON}} {{URL}}
Argentina,USER_7ff72b1c70,Feliz añoooooooooooooooo la {{LOCATION}}
Argentina,USER_7ff72b1c70,Siempre esperando😫
Argentina,USER_7ff72b1c70,Que dos personas que se hacen querer....Son los mas {{URL}}
Argentina,USER_7ff72b1c70,Que desperdicio de tiempo ooooooooooooooo. .pudiendo no perderlo
Argentina,USER_7ff72b1c70,Me instale a lo campero a hacer un cordero {{URL}}
Argentina,USER_7ff72b1c70,Ya esta ya desidi ...a seguir con mi vida que salga como dios quiera..
Argentina,USER_7ff72b1c70,Si lo tuyo es triste ..seguro que lo mio es una felicidad. ..
Argentina,USER_57fe951cfc,"La pregunta es me ama? Cuanto? Porque necesito saberlo, necesito equivocarme en lo que pienso."
Argentina,USER_57fe951cfc,Algo mas hermoso que vos nunca voy a encontrar 😍💕 sos hermosa mi amor 😍 {{URL}}
Argentina,USER_57fe951cfc,"No te das una idea de lo que te extraño,  de lo que quiero volver con vos,  si me uvieras dicho que la tenia que remar solo lo hacia 😭😭😭😭"
Argentina,USER_57fe951cfc,Sos vos maitén 😂 {{USER_MENTION}} {{URL}}
Argentina,USER_57fe951cfc,{{PERSON}} amosi 😢 {{USER_MENTION}} {{URL}}
Argentina,USER_57fe951cfc,Mi novia es la más hermosa de todas 😍
Argentina,USER_57fe951cfc,Me voy a dormir...
Argentina,USER_57fe951cfc,"Conmigo no joden mas, ya no me toman mas de boludo 👍"
Argentina,USER_57fe951cfc,No me contesto mas :c
Argentina,USER_57fe951cfc,Soy una persona muy cariñosa para personas muy frias
Argentina,USER_57fe951cfc,Y ahora despues de tanto vuelvo a estar solo 😭😭😭
Argentina,USER_57fe951cfc,Tengo el mal presentimiento de que algo va a pasar😞
Argentina,USER_57fe951cfc,Ya no creo.
Argentina,USER_57fe951cfc,"No entiendo por que me pasa todo lo malo {{PERSON}},  acaso me merezco todo esto que me esta pasando?"
Argentina,USER_57fe951cfc,"trate de cambiar, no por mi, sino por vos, trate de ser algo que nunca fui, no por mi, SINO POR VOS."
Argentina,USER_57fe951cfc,"Mi viejo me dice: "" cuidala lucas espero que no seas como tus hermanos y no {{PERSON}} de gatero, es muy buena la nena"" , ya se encariñaron 😂😂"
Argentina,USER_57fe951cfc,Quiero tatuarme de una puta ves 😒
Argentina,USER_57fe951cfc,Que aburrido que estoy😞
Argentina,USER_57fe951cfc,Por cosas asi te das cuenta de muchas cosas 👍
Argentina,USER_57fe951cfc,"La verdad cambie una banda, antes {{PERSON}} llegaria a mentir y irme a una joda pero no, ahora me quedo en mi casa o voy a {{PERSON}} con mis hermanos"
Argentina,USER_57fe951cfc,Sinceramente no me espero nada de ella sabes porque? Por que confio y estoy seguro de la persona en la que confio.
Argentina,USER_57fe951cfc,"La verdad que me la estoy re jugando, si me lastima o no me da igual, con tan solo saber que hice las cosas bien y di todo por ella me basta"
Argentina,USER_b94004430f,"LA VERDAD. 
no mentira te amo {{USER_MENTION}}"
Argentina,USER_b94004430f,{{USER_MENTION}} {{USER_MENTION}} 👇🏼👇🏼
Argentina,USER_b94004430f,Creo que nunca la había pasado tan bien 💖
Argentina,USER_b94004430f,"{{LOCATION}}, renovada y restaurada por aquel que, desde antes de la fundación del mundo, me amó💖🙌🏼✝️"
Argentina,USER_b94004430f,La posta
Argentina,USER_b94004430f,"Me agregaron a un grupo para buscarle novio a la mamá de {{PERSON}} y NO me eliminaron ☺️, a ponerse en campaña nomás"
Argentina,USER_b94004430f,"Lo mierda que está siendo este año, es impresionante."
Argentina,USER_b94004430f,"Y como éstas, un millón de obras sobrevaloradas."
Argentina,USER_b94004430f,"Yo no puedo creer que con {{PERSON}} hayamos sido tan PELOTUDAS DIOOSSSSS.
{{LOCATION}} QUE NOS EL PREMIO A LAS BOLUDAS DEL AÑO VAVAVAVA"
Argentina,USER_b94004430f,"Le pregunté a mí mamá porqué siempre subía fotos en las que salgo horrible, y me contestó ""porque es parte de mí rol de madre"" 
{{PERSON}}, gracias ma"
Argentina,USER_b94004430f,Qué semana de {{PERSON}} teniendo diosssss
Argentina,USER_b94004430f,"Y todo porque estábamos hablando de un chico y dije ""ay no se, pero me encanta"", dios"
Argentina,USER_b94004430f,El mejor video que he visto. {{PERSON}}
Argentina,USER_b94004430f,"Se hace la superada por ""hacerce el tiempo para estudiar"", sabemos que vas a entrar igual.
Más acomodada que quien."
Argentina,USER_b94004430f,"Soy yo, o este pibe parece un príncipe de {{PERSON}}? 
Igual hermoso eh"
Argentina,USER_b94004430f,Really
Argentina,USER_b94004430f,"Deci la verdad, ni la pones igual"
Argentina,USER_b94004430f,Amo sus pecas x dios 😍
Argentina,USER_b94004430f,Entonces entendés que esas cosas no deben de pedirse
Argentina,USER_b94004430f,{{LOCATION}} su sonrisa 😍
Argentina,USER_b94004430f,🤤🤤🤤🤤🤤
Argentina,USER_b94004430f,Quien diría que la historia de mis pañales verdes iba a tener tantos ♥️
Argentina,USER_a99b282e21,Que bien me haría no ver a nadie por un buen tiempo
Argentina,USER_a99b282e21,Que sea lo que tenga que ser
Argentina,USER_a99b282e21,Por qué me tiene que afectar todo? Detesto ser tan débil
Argentina,USER_a99b282e21,Paz paz paz paz paz paz y tranquilidad por favor
Argentina,USER_a99b282e21,Jamás me sentí tan mal
Argentina,USER_a99b282e21,"Que ganas de irme bien lejos, la re putísima madre"
Argentina,USER_a99b282e21,Mi familia están más emocionados que yo
Argentina,USER_a99b282e21,"Es imposible pasarla mal cuando estoy con {{PERSON}}, como no amarla ❤️"
Argentina,USER_a99b282e21,"Me pongo a pensar en lo poco que falta para que todo esto termine y lloro, que rápido pasa el tiempo la puta madreee"
Argentina,USER_a99b282e21,Necesito que me abracen y no me suelten más
Argentina,USER_a99b282e21,"Que vuelva el {{NUMBER}}, por favor 😭"
Argentina,USER_a99b282e21,No me puedo sentir peor 😷🤧
Argentina,USER_a99b282e21,Que ganas de volver a cuando tenía 5 años {{URL}}
Argentina,USER_a99b282e21,"Cómo quisiera volver a cuando tenia 5, q las cosas estén como antes y q los malos ratos desaparezcan"
Argentina,USER_a99b282e21,"Porque siempre q uno está bien llegan las peores cosas, las peores noticias, los malos ratos?"
Argentina,USER_a99b282e21,Podría volver a un año atrás? Las cosas estaban tal y como las quería 😥
Argentina,USER_a99b282e21,Que el clima se mantenga así todo el finde por {{PERSON}}🙏
Argentina,USER_a99b282e21,Por favor {{URL}}
Argentina,USER_a99b282e21,Muchas palabras pero pocas acciones
Argentina,USER_a99b282e21,Podemos volver a las vacaciones de verano?
Argentina,USER_a99b282e21,"Estoy a medio año de irme y ya estoy extrañando todo, no soy exagerada y maricona por suerte"
Argentina,USER_5447e282c9,Nos quisimos poner al día esta semana en el gym con {{PERSON}} y mañana no abren... diossss
Argentina,USER_5447e282c9,"3hs nos hizo entrenar {{PERSON}} hoy, SÍ T R E S 🤌🏻"
Argentina,USER_5447e282c9,"Mi vida como vengo toda peinadita con trenzitas a entrenar, para irme toda chivada con un rodete mal atado🤣🤌🏻"
Argentina,USER_5447e282c9,"Al fin alguien que entiende mi pensamiento!
Por qué no respetan que tiene novia y ya no esta para andar hablando/viendo cosas de otras minas por respeto a la relación. {{PERSON}} la misma mierdita esos amigos, pero después se quejan cuando se alejan💁‍♀️"
Argentina,USER_5447e282c9,"Alguien de +20, 21 que siga usando snap? Me siento una vieja.. pura gurisada no más {{PERSON}}"
Argentina,USER_5447e282c9,"Primera vez que me levanto bien sin dar vueltas, me hice el desayuno, pum NO HAY CLASES pero LAPUTTAAAMADDRE"
Argentina,USER_5447e282c9,Como no me decidía si comprárme una mochila o un borcego me voy a tatuar🤣
Argentina,USER_5447e282c9,Empezando a obsesionarme en 3.. 2.. 1..
Argentina,USER_5447e282c9,"Lo más triste de ir a trabajar mañana es que lo que haga en el día ya ni cuento, porque salgo y derecho a comprar el alimento de la mugrosita😸"
Argentina,USER_5447e282c9,"Dios mio, necesito más amigos.. pero que voy a conseguir si encima de {{LOCATION}} bien antisocial soy"
Argentina,USER_5447e282c9,"Casi me arranque la uña en el gym, pero siempre papuda con mis esculpidas"
Argentina,USER_5447e282c9,Me rodeo de pelotudos
Argentina,USER_5447e282c9,"Toda la semana no hablamos, me escribe y súper cortado 🤌🏻 quien te entiende amiguito?"
Argentina,USER_5447e282c9,soy la que se enoja 🤣🤌🏻
Argentina,USER_5447e282c9,{{LOCATION}} el clima así no toquen nada
Argentina,USER_5447e282c9,Jajaja ese si que corran mismo
Argentina,USER_5447e282c9,"que feo volver a empezar el gym sola, necesito una segunda"
Argentina,USER_5447e282c9,Ni siquiera para chusmear la última vez sirvo🤣🤌🏻
Argentina,USER_5447e282c9,"Primer día del curso, corta la luz 🤌🏻"
Argentina,USER_5447e282c9,Desde que empecé guau a comer bien no paro de marearme cada rato 🤌🏻🤦‍♀️
Argentina,USER_5447e282c9,Como que no van a haber más domingos de euphoria😭😭?
Argentina,USER_5447e282c9,Siempre quiero pagar todo *
Argentina,USER_7df976ca3e,La vida dira
Argentina,USER_7df976ca3e,Que mal me siento
Argentina,USER_7df976ca3e,😞😞😞😞
Argentina,USER_7df976ca3e,Una  mierdas  todos
Argentina,USER_7df976ca3e,Como  necesito  a alguien  y nadie  esta
Argentina,USER_7df976ca3e,Y el  amor  me  vencio  una  vez  mas
Argentina,USER_7df976ca3e,Fuiste  y sos  lo que mas  amo
Argentina,USER_7df976ca3e,Basta de tonteras  y a  olvidar un poco  de cosas
Argentina,USER_7df976ca3e,"Si crees firmemente en algo, no tengas miedo de luchar por ello"
Argentina,USER_7df976ca3e,{{PERSON}} no me canse de remarla
Argentina,USER_7df976ca3e,Por que no apareciste antes???
Argentina,USER_7df976ca3e,"No importa lo que me digan y cuanto  me  critiquen 
Cuando amas a una persona te la jugas por tu felicidad y la de esa  persona"
Argentina,USER_7df976ca3e,Yo no te quiero yo te amo
Argentina,USER_7df976ca3e,No se por que pero solo con vos  me  pasa  esto
Argentina,USER_7df976ca3e,"Por que te amo tanto 
{{PERSON}} lpm"
Argentina,USER_7df976ca3e,Prefiero andar con amigos locos que con amigos falsos
Argentina,USER_7df976ca3e,"Quien vive del orgullo, muere de soledad"
Argentina,USER_7df976ca3e,Cerca de ti es el lugar donde quiero estar
Argentina,USER_7df976ca3e,Es imposible no querer darle un beso cuando sonríe.
Argentina,USER_7df976ca3e,El amor se mide por la cantidad de veces que sonríes estupidamente a solas.
Argentina,USER_7df976ca3e,Soy como el amor de tu vida pero en versión mejorada.
